text,label,need_amb,source,is_synthetic
static shock from automobile car no injury,electric_shock,0.0,(Synthetic),1.0
static injury from car no shock,electric_shock,0.0,(Synthetic),1.0
hamster bite break in skin,rabies,0.0,(Synthetic),1.0
respite hamster bite no break in skin,rabies,0.0,(Synthetic),1.0
hamster bite no reveal in skin,rabies,0.0,(Synthetic),1.0
hamster bite no skin in break,rabies,0.0,(Synthetic),1.0
bite hamster no break in skin,rabies,0.0,(Synthetic),1.0
hamster bite no break in skin,rabies,0.0,(Synthetic),1.0
no bite hamster break in skin,rabies,0.0,(Synthetic),1.0
collation hamster bite no break in skin,rabies,0.0,(Synthetic),1.0
hamster bite no break respite in skin,rabies,0.0,(Synthetic),1.0
scorpion kid sting child unconscious,scorpion_sting,1.0,(Synthetic),1.0
scorpion insect bite child unconscious,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting child unconscious mind,scorpion_sting,1.0,(Synthetic),1.0
unconscious sting child scorpion,scorpion_sting,1.0,(Synthetic),1.0
scorpion child,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting child unconscious,scorpion_sting,1.0,(Synthetic),1.0
scorpion gyp child unconscious,scorpion_sting,1.0,(Synthetic),1.0
sting scorpion child unconscious,scorpion_sting,1.0,(Synthetic),1.0
scorpion sting unconscious,scorpion_sting,1.0,(Synthetic),1.0
concrete and hit head on fainted,fainting,1.0,(Synthetic),1.0
faint and hit head on concrete,fainting,1.0,(Synthetic),1.0
maneuver fainted and hit head on concrete,fainting,1.0,(Synthetic),1.0
bang fainted and hit head on concrete,fainting,1.0,(Synthetic),1.0
fainted and hit on head concrete,fainting,1.0,(Synthetic),1.0
fainted and stumble head on concrete,fainting,1.0,(Synthetic),1.0
fainted and hit concrete,fainting,1.0,(Synthetic),1.0
fainted and make head on concrete,fainting,1.0,(Synthetic),1.0
fainted and hit head on,fainting,1.0,(Synthetic),1.0
fainted and hit head on concrete,fainting,1.0,(Synthetic),1.0
fainted ceremony woke up immediately,fainting,0.0,(Synthetic),1.0
bride fainted during ceremony awaken up immediately,fainting,0.0,(Synthetic),1.0
bride fainted astir during ceremony woke up immediately,fainting,0.0,(Synthetic),1.0
inflame bride fainted during ceremony woke up immediately,fainting,0.0,(Synthetic),1.0
bride directly fainted during ceremony woke up immediately,fainting,0.0,(Synthetic),1.0
bride fainted during ceremony woke up immediately,fainting,0.0,(Synthetic),1.0
bride fainted during woke ceremony up immediately,fainting,0.0,(Synthetic),1.0
bride woke during ceremony fainted up immediately,fainting,0.0,(Synthetic),1.0
bride fainted woke ceremony during up immediately,fainting,0.0,(Synthetic),1.0
bride fainted during ceremonial woke up immediately,fainting,0.0,(Synthetic),1.0
with teen known allergy stung by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known rest allergy stung by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known allergy stung by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
difficulty with known allergy stung by bee lips swelling teen breathing,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known allergic reaction stung by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known allergy sting by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known allergy stung by bee lips swelling difficulty,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known allergy allergic reaction stung by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
teen with known allergy pissed by bee lips swelling difficulty breathing,bee_sting,1.0,https://www.cdc.gov,0.0
single swelling sting normal honeybee,bee_sting,0.0,(Synthetic),1.0
single normal sting honeybee swelling,bee_sting,0.0,(Synthetic),1.0
unity honeybee sting normal swelling,bee_sting,0.0,(Synthetic),1.0
single honeybee sting normal swelling,bee_sting,0.0,(Synthetic),1.0
single honeybee sting pattern swelling,bee_sting,0.0,(Synthetic),1.0
single honeybee sting formula normal swelling,bee_sting,0.0,(Synthetic),1.0
single honeybee sting swelling normal,bee_sting,0.0,(Synthetic),1.0
sting normal swelling,bee_sting,0.0,(Synthetic),1.0
single honeybee sting convention swelling,bee_sting,0.0,(Synthetic),1.0
allergic reaction along after bee sting on arm,bee_sting,1,(Synthetic),1
allergic reaction after build up bee sting on arm,bee_sting,1,(Synthetic),1
arm reaction after bee sting on allergic,bee_sting,1,(Synthetic),1
allergic reaction after bee sting on arm,bee_sting,1,(Synthetic),1
allergic reaction after bee con game on arm,bee_sting,1,(Synthetic),1
sting reaction after bee allergic on arm,bee_sting,1,(Synthetic),1
allergic reaction after bee bunko game on arm,bee_sting,1,(Synthetic),1
allergic response after bee sting on arm,bee_sting,1,(Synthetic),1
boiling water spill second degree level arm burns,burns,1.0,https://www.redcross.org,0.0
boiling water spill second level degree arm burns,burns,1.0,https://www.redcross.org,0.0
boiling water spill second degree arm burns,burns,1.0,https://www.redcross.org,0.0
boiling water second arm burns,burns,1.0,https://www.redcross.org,0.0
boiling second spill water degree arm burns,burns,1.0,https://www.redcross.org,0.0
boiling water spill second degree arm talk burns,burns,1.0,https://www.redcross.org,0.0
churn water spill second degree arm burns,burns,1.0,https://www.redcross.org,0.0
boiling water spill second burns arm degree,burns,1.0,https://www.redcross.org,0.0
stung on lip while drink from soda can outdoors,bee_sting,1,(Synthetic),1
stung on lip while drinking from soda outdoors,bee_sting,1,(Synthetic),1
stung on lip while toast from soda can outdoors,bee_sting,1,(Synthetic),1
stung on lip while drinking from soda can outdoors,bee_sting,1,(Synthetic),1
stung on lip can drinking from soda while outdoors,bee_sting,1,(Synthetic),1
stung sal soda on lip while drinking from soda can outdoors,bee_sting,1,(Synthetic),1
stung on lip while from drinking soda can outdoors,bee_sting,1,(Synthetic),1
stung on lip while drinking from soda piece can outdoors,bee_sting,1,(Synthetic),1
stung on lip while outdoors from soda can drinking,bee_sting,1,(Synthetic),1
child passed out from vomiting when awakened,fainting,1.0,(Synthetic),1.0
child passed out from dehydration vomiting drying up when awakened,fainting,1.0,(Synthetic),1.0
child passed out from awakened vomiting when dehydration,fainting,1.0,(Synthetic),1.0
child passed out from emesis dehydration vomiting when awakened,fainting,1.0,(Synthetic),1.0
child overstep out from dehydration vomiting when awakened,fainting,1.0,(Synthetic),1.0
child passed out when dehydration vomiting from awakened,fainting,1.0,(Synthetic),1.0
nipper passed out from dehydration vomiting when awakened,fainting,1.0,(Synthetic),1.0
child passed out from when vomiting dehydration awakened,fainting,1.0,(Synthetic),1.0
child passed out from dehydration vomiting when awakened,fainting,1.0,(Synthetic),1.0
baby passed out from dehydration vomiting when awakened,fainting,1.0,(Synthetic),1.0
woke up inflame with sting on arm scorpion found on bed,scorpion_sting,1,(Synthetic),1
woke up with sting on arm scorpion found on bed,scorpion_sting,1,(Synthetic),1
woke up with sting on arm scorpion found along on bed,scorpion_sting,1,(Synthetic),1
woke up with sting on arm scorpio the scorpion found on bed,scorpion_sting,1,(Synthetic),1
woke up with sting along on arm scorpion found on bed,scorpion_sting,1,(Synthetic),1
up sting on arm scorpion found on bed,scorpion_sting,1,(Synthetic),1
arm up with sting on woke scorpion found on bed,scorpion_sting,1,(Synthetic),1
woke up on sting with arm scorpion found on bed,scorpion_sting,1,(Synthetic),1
woke up with stick on arm scorpion found on bed,scorpion_sting,1,(Synthetic),1
woke up with sting on arm scorpion on bed,scorpion_sting,1,(Synthetic),1
man fainted ancestry after seeing blood,fainting,0.0,https://www.who.int,0.0
man fainted after seeing blood,fainting,0.0,https://www.who.int,0.0
man conk after seeing blood,fainting,0.0,https://www.who.int,0.0
man fainted after seeing lineage,fainting,0.0,https://www.who.int,0.0
human race fainted after seeing blood,fainting,0.0,https://www.who.int,0.0
swoon man fainted after seeing blood,fainting,0.0,https://www.who.int,0.0
meet man fainted after seeing blood,fainting,0.0,https://www.who.int,0.0
man after fainted seeing blood,fainting,0.0,https://www.who.int,0.0
after fainted man seeing blood,fainting,0.0,https://www.who.int,0.0
teen fainted after vomiting marathon when awake,fainting,1.0,(Synthetic),1.0
teen after marathon vomiting when awake,fainting,1.0,(Synthetic),1.0
teen fainted after marathon when awake,fainting,1.0,(Synthetic),1.0
teen alive fainted after marathon vomiting when awake,fainting,1.0,(Synthetic),1.0
teen fainted after marathon upchuck when awake,fainting,1.0,(Synthetic),1.0
teen fainted after marathon vomiting when awake,fainting,1.0,(Synthetic),1.0
teen fainted awake marathon vomiting when after,fainting,1.0,(Synthetic),1.0
teen swoon fainted after marathon vomiting when awake,fainting,1.0,(Synthetic),1.0
teen conk after marathon vomiting when awake,fainting,1.0,(Synthetic),1.0
stripling fainted after marathon vomiting when awake,fainting,1.0,(Synthetic),1.0
infant choking on wild blue yonder balloon silent crying lips blue,choking,1.0,(Synthetic),1.0
babe choking on balloon silent crying lips blue,choking,1.0,(Synthetic),1.0
infant choking baby on balloon silent crying lips blue,choking,1.0,(Synthetic),1.0
infant choking on balloon blue crying lips silent,choking,1.0,(Synthetic),1.0
infant choking on balloon silent crying lips blue,choking,1.0,(Synthetic),1.0
infant choking on balloon dumb crying lips blue,choking,1.0,(Synthetic),1.0
infant choking on balloon crying silent lips blue,choking,1.0,(Synthetic),1.0
infant choking on inflate silent crying lips blue,choking,1.0,(Synthetic),1.0
infant choking on balloon silent crying lips,choking,1.0,(Synthetic),1.0
infant choking on balloon silent crying mute lips blue,choking,1.0,(Synthetic),1.0
trash choking on ice cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on ice cube grabbing throat,choking,1.0,(Synthetic),1.0
choking ice on cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on seize ice cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on deoxyephedrine cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on ice cube grabbing,choking,1.0,(Synthetic),1.0
buy the farm on ice cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on ice cube snaffle throat,choking,1.0,(Synthetic),1.0
choking on ice block cube grabbing throat,choking,1.0,(Synthetic),1.0
choking on cube ice grabbing throat,choking,1.0,(Synthetic),1.0
cobra spit in eyeball blindness,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes,snake_bite,1.0,(Synthetic),1.0
cobra spit cecity in eyes blindness,snake_bite,1.0,(Synthetic),1.0
spit cobra in eyes blindness,snake_bite,1.0,(Synthetic),1.0
cobra cecity spit in eyes blindness,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes blindness,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes cecity blindness,snake_bite,1.0,(Synthetic),1.0
spit in eyes blindness,snake_bite,1.0,(Synthetic),1.0
cobra spit in heart blindness,snake_bite,1.0,(Synthetic),1.0
rattlesnake ankle rapid swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on ankle rapid swelling along and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on ankle speedy swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake rapid on ankle bite swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake pungency on ankle rapid swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on rapid swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on ankle rapid rattler swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on and rapid swelling ankle ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on ankle rapid intumescency and ecchymosis,snake_bite,1.0,(Synthetic),1.0
rattlesnake bite on ankle rapid swelling and ecchymosis,snake_bite,1.0,(Synthetic),1.0
car crash open femur fracture with bone protruding,fractures,1.0,(Synthetic),1.0
car crash with femur fracture open bone protruding,fractures,1.0,(Synthetic),1.0
car crash open femur spread out fracture with bone protruding,fractures,1.0,(Synthetic),1.0
car crash open femur with bone protruding,fractures,1.0,(Synthetic),1.0
car crash open femur fracture with bone bulge out,fractures,1.0,(Synthetic),1.0
fracture crash open femur car with bone protruding,fractures,1.0,(Synthetic),1.0
car crash open femur bone with fracture protruding,fractures,1.0,(Synthetic),1.0
car crash femur fracture with bone protruding,fractures,1.0,(Synthetic),1.0
car crash spread out open femur fracture with bone protruding,fractures,1.0,(Synthetic),1.0
car crash undefendable femur fracture with bone protruding,fractures,1.0,(Synthetic),1.0
man in s collapsed at restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
man s collapsed at restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
man in s collapsed at restaurant no heart rate skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
man in s collapsed at atomic number restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
man collapsed at restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
isle of man in s collapsed at restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
man in s clammy at restaurant no pulse skin pale and collapsed,cpr,1.0,https://www.redcross.org,0.0
man in s collapsed pale restaurant no pulse skin at and clammy,cpr,1.0,https://www.redcross.org,0.0
man in at collapsed s restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
man in s pare collapsed at restaurant no pulse skin pale and clammy,cpr,1.0,https://www.redcross.org,0.0
person unresponsive after falling into pond,drowning,1,(Synthetic),1
mortal unresponsive after falling into pond,drowning,1,(Synthetic),1
person into after falling unresponsive pond,drowning,1,(Synthetic),1
person unresponsive after shine into pond,drowning,1,(Synthetic),1
soul unresponsive after falling into pond,drowning,1,(Synthetic),1
person unresponsive after pond into falling,drowning,1,(Synthetic),1
person unresponsive after into falling pond,drowning,1,(Synthetic),1
person unresponsive after falling into afterward pond,drowning,1,(Synthetic),1
deep cut arterial broken bottle from bleeding,wounds,1.0,https://www.who.int,0.0
deep cut back cut from broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep cut from broken arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep cut bleeding broken bottle arterial from,wounds,1.0,https://www.who.int,0.0
recondite cut from broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep cut bottleful from broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep from broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
late cut from broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep from cut broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep cut from cryptic broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep cut from broken bottle arterial bleeding,wounds,1.0,https://www.who.int,0.0
deep axe wound in inch thigh blood pulsating out,wounds,1.0,(Synthetic),1.0
deep axe wound in thigh blood pulsating ax out,wounds,1.0,(Synthetic),1.0
deep axe wound in thigh blood pulsating out,wounds,1.0,(Synthetic),1.0
deep axe in wound thigh blood pulsating out,wounds,1.0,(Synthetic),1.0
deep in wound axe thigh blood pulsating out,wounds,1.0,(Synthetic),1.0
deep axe wound in thigh blood quiver out,wounds,1.0,(Synthetic),1.0
deep axe wound in thigh blood prohibited pulsating out,wounds,1.0,(Synthetic),1.0
deep axe wound in thigh blood pulsating,wounds,1.0,(Synthetic),1.0
trench axe wound in thigh blood pulsating out,wounds,1.0,(Synthetic),1.0
deep pulsating wound in thigh blood axe out,wounds,1.0,(Synthetic),1.0
bee sting on eyelid eye swell up shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee middle sting on eyelid eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting on eyelid eye shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting on eyelid eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
sting bee on eyelid eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting unopen on eyelid eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting eye eyelid on swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting on eyelid eye swelling exclude,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting eyelid on eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
bee sting on lid eye swelling shut,bee_sting,1.0,https://www.cdc.gov,0.0
stroke ineffective patient choking on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
on patient choking stroke saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke on choking patient saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva ineffectual to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on spit unable to protect airway,choking,1.0,https://www.stroke.org,0.0
protect patient choking on saliva unable to stroke airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva unable to protect air duct,choking,1.0,https://www.stroke.org,0.0
patient role stroke patient choking on saliva unable to protect airway,choking,1.0,https://www.stroke.org,0.0
stroke patient choking on saliva unable to protect airway ,choking,1.0,https://www.stroke.org,0.0
lightning strike victim combust patterns on chest,electric_shock,1.0,(Synthetic),1.0
lightning victim patterns on,electric_shock,1.0,(Synthetic),1.0
lightning strike victim burn patterns chest on,electric_shock,1.0,(Synthetic),1.0
lightning strike victim burn patterns chest,electric_shock,1.0,(Synthetic),1.0
lightning strike along victim burn patterns on chest,electric_shock,1.0,(Synthetic),1.0
lightning strike victim burn model on chest,electric_shock,1.0,(Synthetic),1.0
lightning strike victim patterns burn on chest,electric_shock,1.0,(Synthetic),1.0
lightning strike victim burn on patterns chest,electric_shock,1.0,(Synthetic),1.0
lightning along strike victim burn patterns on chest,electric_shock,1.0,(Synthetic),1.0
lightning strike victim burn patterns on chest,electric_shock,1.0,(Synthetic),1.0
deep cut patch from glass bleeding through bandage,wounds,1.0,https://www.redcross.org,0.0
deep cut bleeding glass from through bandage,wounds,1.0,https://www.redcross.org,0.0
deep from bleeding through,wounds,1.0,https://www.redcross.org,0.0
deep cut through glass bleeding from bandage,wounds,1.0,https://www.redcross.org,0.0
deep cut from glass bleeding through cryptic bandage,wounds,1.0,https://www.redcross.org,0.0
deep cut from glass bleeding through patch,wounds,1.0,https://www.redcross.org,0.0
deep cut from glass bleeding through glassful bandage,wounds,1.0,https://www.redcross.org,0.0
deep cut from glass bleeding through bandage,wounds,1.0,https://www.redcross.org,0.0
a steak began choking on man at dinner he signaled he was in distress but couldnt cough for maneuver was used while calling heimlich help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak at dinner party he signaled he was in distress but couldnt coughing heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a mankind began choking on steak at dinner he signaled he was in distress but couldnt coughing heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak at dinner he signaled dinner party he was in distress but couldnt cough merely heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak coughing at dinner he signaled he was in distress but couldnt cough help oneself heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak signaled dinner maneuver at he was in distress but couldnt cough heimlich he was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man choking steak at dinner he signaled he in distress but couldnt cough heimlich maneuver was while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak dinner he signaled was in distress but couldnt cough heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began back up on steak at dinner he signaled he was in distress but couldnt coughing heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak helium at dinner he signaled he was in distress helium but couldnt cough heimlich maneuver was used while calling for help,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
a man began choking on steak at dinner he signaled he was in distress but couldnt cough heimlich maneuver was used while calling for help ,choking,1.0,https://www.redcross.org/take-a-class/first-aid/first-aid-classes/choking,0.0
special needs adult choking on sensory toy gag reflex,choking,1.0,(Synthetic),1.0
demand special needs adult choking on sensory toy weak gag reflex,choking,1.0,(Synthetic),1.0
special needs fully grown choking on sensory toy weak gag reflex,choking,1.0,(Synthetic),1.0
special needs adult choking on centripetal toy weak gag reflex,choking,1.0,(Synthetic),1.0
unconditioned reflex special needs adult choking on sensory toy weak gag reflex,choking,1.0,(Synthetic),1.0
weak needs adult choking on sensory toy special gag reflex,choking,1.0,(Synthetic),1.0
special choking adult needs on sensory toy weak gag reflex,choking,1.0,(Synthetic),1.0
special on adult choking needs sensory toy weak gag reflex,choking,1.0,(Synthetic),1.0
special needs adult choking on sensory toy unconditioned reflex weak gag reflex,choking,1.0,(Synthetic),1.0
choking on toy weak gag reflex,choking,1.0,(Synthetic),1.0
special needs adult choking on sensory toy weak gag reflex,choking,1.0,(Synthetic),1.0
convolute ankle painful but can walk,fractures,0.0,https://www.nhs.uk,0.0
worm ankle painful but can walk,fractures,0.0,https://www.nhs.uk,0.0
twisted ankle but painful can walk,fractures,0.0,https://www.nhs.uk,0.0
walk ankle painful but can twisted,fractures,0.0,https://www.nhs.uk,0.0
twisted ankle painful but awful can walk,fractures,0.0,https://www.nhs.uk,0.0
twisted ankle painful but can walk,fractures,0.0,https://www.nhs.uk,0.0
twisted ankle painful but can wrench walk,fractures,0.0,https://www.nhs.uk,0.0
twisted ankle painful but can take the air,fractures,0.0,https://www.nhs.uk,0.0
man found in office starting cpr,cpr,1.0,https://www.redcross.org,0.0
man found unresponsive in government agency office coworkers starting cpr,cpr,1.0,https://www.redcross.org,0.0
detect man found unresponsive in office coworkers starting cpr,cpr,1.0,https://www.redcross.org,0.0
man found unresponsive in office coworkers starting mouth to mouth resuscitation,cpr,1.0,https://www.redcross.org,0.0
man found unresponsive cpr office coworkers starting in,cpr,1.0,https://www.redcross.org,0.0
valet found unresponsive in office coworkers starting cpr,cpr,1.0,https://www.redcross.org,0.0
humankind found unresponsive in office coworkers starting cpr,cpr,1.0,https://www.redcross.org,0.0
starting found unresponsive in office coworkers man cpr,cpr,1.0,https://www.redcross.org,0.0
man found unresponsive in office coworkers starting government agency cpr,cpr,1.0,https://www.redcross.org,0.0
man found unresponsive in office coworkers starting cpr,cpr,1.0,https://www.redcross.org,0.0
toddler choking on balloon shard,choking,1.0,(Synthetic),1.0
toddler inflate choking on balloon fragment,choking,1.0,(Synthetic),1.0
toddler fragment on balloon choking,choking,1.0,(Synthetic),1.0
toddler choking bambino on balloon fragment,choking,1.0,(Synthetic),1.0
toddler on balloon fragment,choking,1.0,(Synthetic),1.0
fragment choking on balloon toddler,choking,1.0,(Synthetic),1.0
toddler choking on balloon sherd,choking,1.0,(Synthetic),1.0
toddler choking on balloon fragment,choking,1.0,(Synthetic),1.0
yearling choking on balloon fragment,choking,1.0,(Synthetic),1.0
felt sharp bite on near while walking barefoot toe river,snake_bite,1,(Synthetic),1
felt sharp bite on toe while walking barefoot near river,snake_bite,1,(Synthetic),1
felt sharp bite on toe while walking shoeless near river,snake_bite,1,(Synthetic),1
felt sharp acuate bite on toe while walking barefoot near river,snake_bite,1,(Synthetic),1
barefoot sharp bite on toe while walking felt near river,snake_bite,1,(Synthetic),1
felt sharp toe while walking barefoot river,snake_bite,1,(Synthetic),1
felt sharp bite on toe while walking barefoot barefooted near river,snake_bite,1,(Synthetic),1
felt sharp bite on toe while walking barefoot almost river,snake_bite,1,(Synthetic),1
felt mat sharp bite on toe while walking barefoot near river,snake_bite,1,(Synthetic),1
minor no from appliance shock visible injury,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance no visible injury,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance visible injury,electric_shock,0.0,(Synthetic),1.0
minor shock seeable from appliance no visible injury,electric_shock,0.0,(Synthetic),1.0
minor shock from gadget no visible injury,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance no seeable injury,electric_shock,0.0,(Synthetic),1.0
minor shock from appliance no injury visible,electric_shock,0.0,(Synthetic),1.0
trauma minor shock from appliance no visible injury,electric_shock,0.0,(Synthetic),1.0
minor from shock appliance no visible injury,electric_shock,0.0,(Synthetic),1.0
cobra spit in eyes blurred vision intense pain,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes blurred vision intense ail,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes vision intense pain,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes blurred inch vision intense pain,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes blurred clouded vision intense pain,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes blurred vision intense pain sensation,snake_bite,1.0,(Synthetic),1.0
cobra spit in eyes blurred intense pain,snake_bite,1.0,(Synthetic),1.0
cobra spit in painful sensation eyes blurred vision intense pain,snake_bite,1.0,(Synthetic),1.0
cobra spit in oculus blurred vision intense pain,snake_bite,1.0,(Synthetic),1.0
cobra eyes in spit blurred vision intense pain,snake_bite,1.0,(Synthetic),1.0
pet cat scrub superficial,rabies,0.0,(Synthetic),1.0
cat pet scratch superficial,rabies,0.0,(Synthetic),1.0
pet cat arabian tea scratch superficial,rabies,0.0,(Synthetic),1.0
pet cat scratch superficial,rabies,0.0,(Synthetic),1.0
pet cat scratch trivial,rabies,0.0,(Synthetic),1.0
scratch cat pet superficial,rabies,0.0,(Synthetic),1.0
pet trivial cat scratch superficial,rabies,0.0,(Synthetic),1.0
darling cat scratch superficial,rabies,0.0,(Synthetic),1.0
pet deary cat scratch superficial,rabies,0.0,(Synthetic),1.0
reaction sting normal wasp,bee_sting,0.0,https://www.cdc.gov,0.0
white anglo saxon protestant sting normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp burn normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp sting reaction normal,bee_sting,0.0,https://www.cdc.gov,0.0
wasp sting white anglo saxon protestant normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp sting normal reaction,bee_sting,0.0,https://www.cdc.gov,0.0
normal sting wasp reaction,bee_sting,0.0,https://www.cdc.gov,0.0
wasp sting normal con reaction,bee_sting,0.0,https://www.cdc.gov,0.0
kitchen knife slip superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial finger cut stopped with cut back pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial finger cut stopped with force,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial finger stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen cut back knife slip superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip fingerbreadth superficial finger cut stopped with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip stopped finger cut superficial with pressure,wounds,0.0,https://www.redcross.org,0.0
kitchen knife slip superficial finger with stopped cut pressure,wounds,0.0,https://www.redcross.org,0.0
static shock from no equipment office injury,electric_shock,0.0,(Synthetic),1.0
atmospheric static shock from office equipment no injury,electric_shock,0.0,(Synthetic),1.0
static shock from equipment no,electric_shock,0.0,(Synthetic),1.0
atmospherics shock from office equipment no injury,electric_shock,0.0,(Synthetic),1.0
static shock from office no equipment injury,electric_shock,0.0,(Synthetic),1.0
static shock from daze office equipment no injury,electric_shock,0.0,(Synthetic),1.0
static shock office from equipment no injury,electric_shock,0.0,(Synthetic),1.0
static shock trauma from office equipment no injury,electric_shock,0.0,(Synthetic),1.0
static scandalize from office equipment no injury,electric_shock,0.0,(Synthetic),1.0
